doy,doy_sin,Elevation_m,Latitude,Longitude,fsca,recon_swemean,recon_swe,TB10V_TB18V,TB18V_TB36V
92,71,2127,3517,6926,0,0,0,0.4254456,6.108765
92,71,4358,3545,6954,92,365,271,6.159607,13.83362
92,71,3745,3542,6951,91,365,258,5.945175,15.9619
92,71,4042,3540,6949,90,331,254,5.68573,18.53989
92,71,3376,3537,6946,73,211,165,5.767273,20.38922
92,71,3767,3534,6944,84,237,197,5.652054,21.3338
92,71,3205,3531,6941,72,166,125,5.376801,19.29604
92,71,3092,3528,6939,59,0,89,4.889175,19.11397
92,71,2660,3526,6937,25,0,13,3.889618,14.17015
92,71,2194,3523,6934,10,0,4,2.5914,8.695374
92,71,1992,3520,6932,0,0,0,1.342514,6.745651
92,71,1911,3517,6929,0,0,0,0.4655762,2.177628
92,71,4375,3545,6957,92,416,311,5.921906,17.49959
92,71,4062,3542,6955,91,246,173,5.761871,18.92902
92,71,3851,3540,6952,88,266,198,5.25647,19.33087
92,71,3490,3537,6950,75,131,113,5.123154,17.58302
92,71,3171,3534,6947,60,151,92,5.023071,16.95602
92,71,3174,3531,6945,61,0,71,4.962692,13.50377
92,71,2838,3528,6942,35,0,29,4.440811,10.46826
92,71,2367,3526,6940,9,0,2,3.597763,8.78653
92,71,1952,3523,6938,1,0,0,2.848572,9.554428
92,71,2039,3520,6935,0,0,0,1.471451,6.963852
92,71,4449,3571,6982,93,441,162,7.734161,18.17776
92,71,3860,3568,6980,90,381,160,7.038757,18.4313
92,71,4648,3548,6963,96,356,265,5.180359,17.94882
92,71,4428,3545,6960,93,364,268,5.472839,18.27364
92,71,4290,3542,6958,92,280,211,5.312347,19.6044
92,71,3429,3540,6956,77,147,106,4.851593,17.71143
92,71,3674,3537,6953,78,144,132,4.641861,15.19865
92,71,2779,3534,6951,46,0,26,4.658844,13.67438
92,71,2972,3531,6948,39,0,31,4.587326,9.205551
92,71,2581,3528,6946,9,0,1,4.443298,8.312897
92,71,2222,3526,6944,1,0,0,3.817047,5.443359
92,71,1910,3523,6941,0,0,0,2.875275,7.610641
92,71,2098,3520,6939,0,0,0,2.012161,7.394119
92,71,4569,3576,6991,90,488,157,8.79007,14.31717
92,71,4334,3571,6986,91,496,175,8.042953,21.55312
92,71,4013,3568,6983,91,382,147,7.33931,22.69231
92,71,3640,3565,6981,92,471,224,6.26088,20.99875
92,71,4025,3562,6979,91,451,233,5.588318,20.67302
92,71,4420,3551,6969,92,391,246,4.120148,18.20065
92,71,4273,3548,6966,94,375,254,4.094635,18.33435
92,71,4412,3545,6964,91,306,224,4.140884,19.08563
92,71,3712,3542,6961,88,216,169,4.480972,18.57936
92,71,3380,3540,6959,62,0,55,4.32756,18.29268
92,71,3125,3537,6957,52,0,49,4.225342,13.82712
92,71,2763,3534,6954,26,0,5,4.335098,11.46982
